,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
KRTAP9-3,-0.49801424,-0.6226346,0.104822055,-0.08541698,0.055106744,-0.009355861,-0.08113721,0.01644352,-0.06934572,0.05955545,-0.34922987,-0.08140437,-0.0044749686,0.52044696,-0.17514452,-0.082140565,-0.03866147,-0.21005659,-0.051809948,0.10649597,-0.2397073,-0.131529,-0.6027464,-0.045775626,-0.35050496,-0.23616771,-0.22575998,0.034914047,0.09262493,0.100434855,0.57647,0.34447318,-0.14183697,0.071256146,0.23086186,0.1735025,-0.17827493,0.14972398,0.0908731,0.08158634,0.08489497,-0.17148304,-0.22542278,0.43292633,-0.018391725,-0.07638296,0.37997875,0.11736748,0.32716247,-0.1854005,0.07236868,0.22447859,-0.21704377,-0.020276302,-0.023350624,0.17387722,-0.15502016,-0.09175811,0.04462272,-0.122526966,-0.1673755,-0.15148924,0.10381847,-0.17141095,0.038655676,0.0064071813,0.07995194,-0.05791602,0.5143686,0.054785877,-0.04685493,-0.15737073,-0.27350146,0.3446458,-0.040490244,-0.024012432,0.16658342,0.23809877,0.548254,0.037619818,0.15272497,0.027307535,-0.5598208,0.0036225144,-0.5379939,-0.22657952,-0.05219051,-0.100948915,-0.16521434,0.4715018,-0.115403,0.029139701,-0.17968108,0.103201084,0.40760267,-0.10403372,-0.135533,-0.1345066,0.2045068,0.16622546,0.12100461,0.1745687,0.19014207,0.13982517,0.337316,0.23975518,0.60039574,0.28033397,0.16733602,-0.0013561778,0.06448073,-0.14066936,-0.1908742,0.007806165,0.69118273,0.2146215,-0.25929072,-0.16104618,-0.021735627,0.0992341,-0.0845647,0.1537413,0.5521866,0.537829,0.3698108,-0.30148518,0.14733368,-0.50999516,-0.29029268,0.26724005,-0.12434878,-0.58416146,0.3428134,-0.1346071,0.2148736,0.015131177,0.6025071,0.2945926,-0.11433564,0.10684606,0.17328288,0.37395874,0.17337632,0.6705913,0.14350797,-0.15639928,0.28439155,0.5436193,-0.052535918,-0.12175465,0.112300485,-0.3951955,-0.598279,-0.17412503,0.28545237,-0.122672096,-0.21908586,-0.07956804,-0.413413,-0.21602401,0.25681233,0.27782595,-0.16842474,0.21737723,-0.18828386,0.08886854,0.25215456,-0.10616087,0.08625952,0.23706704,-0.075694054,-0.5252815,0.030945797,0.10304382,0.0502753,0.41636798,-0.06774996,-0.07148931,0.6352753,-0.13797626,0.01539065,-0.10953932,-0.2043201,0.056156956,-0.046504162,0.16088174,0.5252324,0.3127197,-0.1925213,-0.29467198,0.34533215,0.6773386,-0.1111121,0.37665364,0.39807147,0.09624332,-0.19596002,0.06543597,-0.19605528,-0.27387023
L2HGDH,-0.27490696,0.17289501,-0.16459373,-0.11293445,-0.046013616,0.26570877,0.20387289,0.23217587,0.10433576,0.026062604,0.012648249,0.24639174,-0.1170596,-0.015476021,-0.052783273,-0.26028734,0.3012839,-0.11921134,0.0052622296,-0.026024751,0.10322056,-0.16700383,-0.20380941,-0.015092788,0.07053591,-0.43890274,-0.16965657,0.10366477,-0.04507085,0.13009748,-0.19919986,0.00022956898,-0.12859133,-0.2669542,0.13731492,-0.55405,-0.06346097,0.011538448,0.17273508,-0.13947356,0.049399238,-0.025528582,-0.099024355,-0.022952681,0.23355463,-0.16067325,0.23521289,0.1425311,-0.35108835,0.28163144,-0.17815077,0.036319915,0.05324874,-0.04696702,-0.21861868,-0.33606598,-0.07359234,0.029117927,0.06795519,-0.24757738,-0.21796474,-0.14480364,0.0057488605,0.15630804,0.11018245,0.12214742,0.051223617,0.36038515,0.0929462,-0.23911034,0.13271762,0.41612396,0.1604522,0.092822134,0.0033553308,-0.14120464,0.18218184,0.61484873,0.06451859,0.41262618,0.12597176,0.16916962,-0.15967554,0.027214967,0.2528354,-0.35350493,-0.0077609546,-0.19479786,-0.23430985,-0.012806879,0.17424837,0.019333174,0.016075902,-0.46576756,-0.055760093,-0.020889908,-0.05086855,0.06943197,0.32038793,-0.031259894,0.26032862,-0.25621316,-0.27944624,-0.019970102,-0.09944506,-0.04096373,-0.069636464,-0.024512636,0.114979744,-0.08287319,0.2360423,0.17122622,0.078201376,-0.023182271,-0.026055023,0.021386566,0.07076473,-0.28963354,-0.2300102,-0.33614907,-0.016653141,0.13841693,-0.05730692,-0.04376705,-0.1415063,-0.06951622,-0.19576465,0.31816614,0.24508303,0.09072398,-0.15250668,-0.7868723,0.041421656,0.15310346,-0.05507584,-0.23335929,0.34864932,0.29074633,0.25019574,-0.44055715,0.1323216,-0.24767593,-0.11808157,-0.008462887,-0.15018192,-0.103631064,0.024762314,0.08099616,-0.17325543,-0.065931566,0.03564554,-0.122248486,0.1628632,-0.011889095,0.17622155,-0.17891334,-0.0840587,-0.07250759,0.22363436,-0.24829045,-0.031963617,0.34343842,-0.18262944,-0.14002883,0.18449958,0.09939021,0.071746565,0.076232105,0.032350127,-0.06355566,-0.020564651,0.041458018,0.13013607,0.28795147,-0.098547675,0.21033774,-0.20032914,-0.08971101,-0.051509492,0.026834017,0.004449433,-0.054878403,-0.17022297,0.030414494,0.13348962,-0.10779798,0.19558412,0.08873323,0.059241462,-0.114117995,0.1475812,0.16659626,0.07065668,0.04560162,-0.02385389,0.1927525,-0.20636788,0.14709486,-0.2531272,-0.23654734
LAMTOR5,-0.045598805,-0.1582524,0.16126058,0.096654244,0.082713135,-0.10706083,0.0044522956,0.043331623,0.09377783,-0.059165064,0.16689815,0.051746774,-0.033180125,-0.105903976,0.16544028,-0.20071921,-0.12240484,-0.04023294,-0.03871751,0.0631748,-0.6423901,-0.11110585,-0.092683055,-0.022778424,0.21492143,-0.19806218,0.14097008,0.24598621,0.22779109,-0.03455734,-0.21253583,-0.19208083,-0.23738797,0.035071764,0.019850262,-0.015089417,-0.08728208,0.16156231,-0.48017555,0.1112582,-0.22420031,0.26432225,-0.2789579,-0.018225642,-0.10986245,-0.02797987,0.06290823,0.30490816,-0.12764525,-0.033940468,-0.01909225,0.07839965,0.13324358,0.1590878,-0.019445835,0.13398501,-0.12544614,0.049880482,-0.22141741,-0.1331177,0.00832903,-0.24515352,0.25678837,0.14336838,0.036139373,-0.20480624,0.18940382,-0.16526188,-0.04753772,0.07632838,-0.22230522,0.047346167,0.24275503,-0.10730415,-0.026111314,-0.0138703585,0.23626362,-0.18983641,0.073764786,0.21122245,0.02007339,0.05708081,0.17373337,-0.02342182,0.054088563,0.16127269,-0.29296935,-0.31258175,0.035536427,-0.45473957,0.37405238,-0.03304143,-0.0015684854,-0.03332748,-0.30871838,-0.0060788537,0.19531439,0.15870596,0.27734426,-0.060142804,0.030076453,-0.010047367,0.11295272,-0.08686627,0.10346087,-0.082726896,0.22627522,0.14447801,0.19952187,0.036759574,-0.31485137,-0.47757888,0.023370612,0.4784529,0.31719282,0.3022454,-0.05475368,-0.2843869,0.3511416,0.22074175,-0.15350722,-0.04790373,0.29684883,-0.035777584,-0.13345648,0.19649713,-0.07627185,0.4179666,-0.013209598,-0.062012497,-0.33381093,-0.30168334,0.048871983,0.30793068,0.11025076,0.07857458,0.16321695,0.1550919,0.096532755,-0.22373399,-0.0055163642,0.29250187,0.12170493,0.14701892,0.06773094,0.029909799,-0.2508934,-0.047538962,-0.23971377,-0.3001486,-0.022178669,0.01301854,0.2611973,0.059583973,-0.06306094,0.26928282,0.078692116,-0.058779474,0.028144369,0.00544056,-0.07294081,-0.16274732,-0.08246883,-0.37292647,0.54015905,-0.36966005,-0.12843639,0.0032477672,0.21536583,-0.06536864,-0.2191413,-0.32439867,-0.1850301,0.28350595,-0.31917235,0.29036516,-0.31748536,0.009416354,0.14973694,0.14921054,0.29491147,-0.17943083,-0.22972514,-0.27440485,-0.051232114,0.3303492,0.32469666,-0.13017061,0.18544523,0.03123127,0.051867217,-0.30884564,0.20726298,0.12349856,-0.27930278,-0.06660993,-0.3494773,0.33477032,-0.0016801449,-0.29876116
LARP7,-0.1681294,0.06193621,0.19132334,0.0005851925,0.31436002,0.10927743,0.05426759,0.55015844,0.120637834,-0.042341627,-0.030478774,-0.011581502,0.035354637,0.025874773,-0.07760896,-0.07476995,0.08729837,0.24098125,-0.03536777,0.2608502,-0.039776586,0.09997495,-0.27343345,-0.28902748,0.19516218,-0.030759552,0.14830825,-0.07682864,-0.10890675,0.2910009,0.16599184,-0.09300209,0.18958212,-0.06341407,0.22310658,-0.08364906,-0.3799566,-0.042908914,0.062608965,-0.27532586,-0.016277034,0.26942304,0.2005866,0.19661179,-0.06900218,0.1882504,0.02700198,0.13507967,-0.046197157,0.50203747,-0.5459202,-0.13497934,0.10966112,0.11358254,-0.20155495,0.15492544,-0.01906161,-0.048223503,0.0034503166,0.04270524,0.29422754,-0.111446016,-0.041307103,-0.023621572,0.019906038,0.03379931,0.20889038,0.10981636,-0.043233063,0.20043127,-0.16823187,0.171313,-0.10435811,0.17478809,-0.19796738,-0.09478974,0.20749278,-0.026576998,0.23735563,0.342736,-0.20232984,0.023015402,0.0653994,-0.014771624,0.15274027,-0.1315247,-0.036650635,-0.017386016,-0.15777726,-0.08089818,0.27243954,0.078866504,-0.32416174,-0.33074462,-0.11977888,-0.11262573,0.076717034,0.055345897,0.416038,-0.073117435,0.1312479,-0.048151996,0.05761562,-0.032150812,0.108544774,-0.1388869,-0.023579894,0.15405299,0.21963748,-0.26841417,-0.043632206,-0.28727517,0.15886848,0.025583232,0.05754724,-0.16885711,0.04764653,-0.2993782,-0.007983384,-0.16612293,0.0891748,-0.06157279,0.08733928,-0.06697853,-0.5348089,-0.16763403,-0.011942084,0.4678493,0.19047166,-0.010767095,-0.04084063,-0.5436068,-0.121408135,0.1393125,0.08102317,-0.317694,0.16144525,0.01690447,0.12244436,-0.20039907,0.0649206,0.010973839,-0.16106288,0.084203675,0.34563982,-0.023681935,0.32993624,-0.034604006,0.08581082,-0.1268834,-0.1920594,-0.1320896,0.1521898,0.0056110267,0.116665296,-0.04357284,-0.16118853,0.0348029,-0.022337304,0.0152270375,-0.14643915,0.19852035,-0.09266123,-0.15086403,0.3483998,-0.15415275,-0.22442453,-0.040013067,0.17302124,0.07236091,-0.19686954,-0.112673804,0.07637323,0.101548515,-0.2937935,0.12973212,-0.2012298,0.018656434,-0.106928855,0.027764235,-0.048025496,-0.09460555,0.05054833,-0.2989867,0.2796615,0.13098435,0.37197793,-0.0812426,0.20480895,-0.033284385,0.07201024,-0.31950742,-0.03646694,-0.0051054764,0.11808223,-0.000942712,-0.2195242,0.08801265,-0.2939056,-0.14367287
LARS,0.1233326,0.19162562,0.33430904,0.2796176,-0.045511793,0.010105287,0.11630851,0.4764974,-0.07332763,-0.39802584,0.26321694,0.13099264,-0.46458283,0.24716155,0.27662575,0.090138376,0.051499233,0.06660162,-0.2777394,-0.105929665,-0.13158573,-0.28546968,0.031498153,0.16552718,0.33027855,-0.2904283,-0.13642205,0.30874082,0.025432602,0.02587289,-0.09520321,0.08623318,-0.14379187,0.023735758,0.071663335,0.19265944,-0.090566374,-0.046006333,-0.37922844,0.08358971,0.020070773,0.4298174,-0.03141015,-0.08030284,0.28856936,-0.38733068,-0.082469486,0.43628982,-0.2493137,0.19222338,-0.12475051,-0.24772523,-0.227914,0.027162647,-0.48179975,0.1988643,0.10448115,0.013877487,-0.21987243,-0.31033787,0.07856179,-0.086417995,0.23461312,0.1481637,0.047581702,0.41352776,-0.093390405,-0.046124358,-0.11931388,0.26559663,0.4674143,0.20767856,0.038196746,0.0044216937,-0.08745739,-0.3099474,-0.013972608,-0.08942761,-0.15188244,0.04523844,-0.33879846,-0.17972802,0.073460616,0.11175696,-0.041016232,0.107242174,-0.0324753,-0.12688491,0.023310874,-0.2435889,0.1369115,-0.5121743,-0.063678175,-0.012183273,-0.10032439,-0.2352561,0.34346512,-0.017672028,0.11193792,-0.056373715,0.41310817,-0.015001562,0.22064847,0.047243696,-0.039262947,-0.14890237,0.4152759,-0.06134476,0.25221634,-0.05829413,0.0942268,-0.3500906,0.0038788347,0.2396287,-0.0008467991,-0.05978938,0.2409593,-0.23385797,0.3905984,-0.19820736,-0.49057925,0.1449879,0.035887204,-0.13656628,-0.35003725,0.081977375,0.18243454,0.16100456,0.13661923,0.23074444,-0.23132925,-0.05676775,0.28589654,0.30550656,0.14941026,0.072234936,-0.07688247,0.14498843,0.14225903,-0.11497575,-0.06219792,-0.13089438,-0.2582174,0.29560146,0.0785918,0.11352272,-0.12264749,0.019165082,-0.17920437,0.009255073,-0.3410147,-0.34266287,0.24672405,0.29765996,-0.26223272,-0.22005075,0.13406266,0.11164506,0.18421975,0.13942833,-0.037990905,-0.11383846,-0.027874773,-0.593594,0.30972245,-0.24567698,0.20986688,-0.09861483,-0.053572956,-0.115260504,-0.15056698,0.06567126,0.08844115,0.09883157,-0.30345428,0.5008176,-0.5735355,0.16177647,0.17982842,0.12624466,0.2754443,-0.01019017,-0.30216455,-0.26308417,0.10002737,0.15455377,0.122487806,0.1720721,0.07169721,0.03417652,0.14018592,0.005095803,0.048911255,-0.10782842,0.053951696,0.3244945,-0.20289245,0.33437118,-0.17513205,-0.35470676
LCOR,-0.057633296,-0.028882006,0.1649587,-0.17865637,0.071003914,0.27539977,0.22247154,-0.16200715,0.13640624,-0.13629076,0.28759256,0.15671688,-0.12191758,0.015414652,0.342535,-0.08586323,0.031892125,0.036415022,0.058236,-0.22919829,-0.27727646,-0.21232414,0.11565324,-0.04416244,0.31259745,-0.057637963,0.07895927,-0.06116319,-0.31105775,0.31748745,-0.10766218,-0.12579006,-0.22069289,0.41487652,0.32853755,0.05488719,-0.19420405,-0.11004013,-0.45146716,-0.22772546,-0.09977254,0.26773152,0.023366027,-0.063756965,0.090853386,-0.025402121,0.25686118,0.3436198,0.05720489,0.097527936,-0.21730275,-0.16533388,-0.0043857223,-0.06216981,-0.0061802343,0.5905008,0.060524218,-0.19457105,-0.039899882,-0.15388362,0.068876974,-0.27599227,0.5398878,-0.062613614,-0.007456182,-0.052413754,0.05345194,0.0980114,-0.029851498,0.25875184,0.10997266,-0.10956657,0.10345877,0.07562205,0.16299903,-0.06773349,0.20290649,-0.06109306,-0.39190885,0.44966,-0.22903816,-0.10674767,-0.088236526,0.20907404,-0.24352606,0.11536312,-0.28733268,-0.38125038,0.060486387,-0.13722461,0.203887,-0.30613217,-0.082614236,0.21325667,0.025017653,-0.22132663,0.17692645,0.06943747,0.3682815,-0.124375805,-0.014287231,0.07073999,0.24859813,0.19883826,-0.03710418,-0.62474096,0.35856834,-0.07992455,0.02889112,0.13369879,0.13251822,0.015492913,-0.20619868,0.2428662,-0.21769997,0.3900902,0.18502973,-0.3047393,0.4552177,0.29099464,-0.27467847,0.24137843,-0.108307734,0.19326626,-0.20749812,-0.21761121,0.1972273,0.23416755,-0.24242976,-0.034778874,0.2543035,-0.030692523,-0.1207772,0.282008,-0.05280259,-0.3925136,-0.20788543,0.09346755,0.28821513,-0.032020736,-0.46272328,0.16997977,-0.11827518,0.40415004,-0.20688258,-0.34408835,-0.06822344,-0.21532524,-0.09794511,0.061597444,-0.3073949,-0.2698358,0.46536028,0.16580774,-0.18382907,0.38514882,-0.07846488,0.123956904,-0.14286026,0.20040537,0.044710763,0.11486459,-0.13630882,-0.12815599,0.4209898,-0.19840854,-0.2510755,0.26847574,0.08083284,-0.12579806,0.01875683,-0.055996303,0.22896834,0.16124073,-0.084522754,0.30075565,-0.3139785,0.0869281,-0.027141877,0.15060866,0.23086087,-0.22817333,-0.101753265,0.19363047,0.36202285,0.16938257,0.36378723,-0.30872536,0.16711503,-0.053160157,-0.23816706,-0.16932517,0.14551076,-0.015037178,-0.3045599,0.12097242,0.1457351,0.33710825,-0.06835624,-0.679265
LHFP,0.39509693,0.1413856,0.067701586,0.039605774,0.38784236,0.2519017,0.20738779,0.0080599245,0.30980313,-0.25860915,-0.24821383,-0.18493791,0.21917892,-0.18738946,-0.018246396,-0.2709442,-0.07388363,0.031508952,0.04029757,-0.35900867,-0.110781915,-0.03160336,-0.27104494,0.010360642,-0.040824626,-0.15650631,-0.03634999,-0.23769006,-0.17883165,0.36285257,-0.0039529763,-0.085581504,-0.1623441,0.16864039,0.25815758,-0.114655554,0.13813992,0.110632,-0.06937973,-0.41027096,-0.26492584,0.45229825,-0.034602642,-0.19817838,-0.095890395,0.23057082,0.2091217,0.0044992967,-0.21197136,0.18759923,-0.21023193,0.18478638,-0.18651229,-0.13634837,0.08213869,0.61872184,0.17044482,0.37657845,0.045744915,-0.40026295,-0.06995868,-0.30914634,0.31795514,-0.3435024,0.19701359,0.10335334,0.080414474,0.35732552,-0.198175,0.34970817,0.11396266,-0.37785542,0.004426106,0.35987785,-0.03216749,-0.07907327,0.34741038,0.17748158,0.32971203,0.23105422,-0.34359363,0.025204118,0.18251121,-0.063757256,-0.22664858,-0.09660421,-0.1598658,0.07220705,0.10357083,-0.19729668,-0.0037389472,-0.25839785,0.1887188,0.076573804,0.090988524,-0.3862687,0.30473414,0.05362169,0.24382254,-0.026772192,0.20983173,0.076486565,0.18326895,-0.4217362,-0.31260574,-0.03854998,0.33484632,0.08299435,0.10352946,0.35903457,0.043205306,-0.14993045,-0.28606692,0.3586485,0.1159273,0.07253762,-0.021790484,0.06693611,-0.123802684,-0.26541722,-0.38847855,0.09976721,0.14319111,-0.05246515,-0.12954861,-0.010533889,-0.067374825,0.08491669,-0.050807405,-0.20181724,-0.036851794,-0.25760192,-0.014183936,0.39110193,0.6020222,-0.17843759,-0.28057504,0.13630232,0.22219227,-0.014040132,0.17797624,0.088462636,-0.14544943,-0.02803272,-0.1863349,-0.050781485,-0.30300444,-0.24843353,-0.15239975,-0.11796503,0.30253062,-0.3490361,0.17481586,-0.1706955,-0.20903172,0.24695505,-0.11496755,-0.012196338,0.38529003,0.15908043,0.06250449,-0.05361001,-0.16991611,-0.145127,0.2615526,0.2600562,0.20597737,0.36148202,-0.12629844,0.3784074,-0.046549264,-0.049879283,0.2070817,-0.1684405,0.0819905,0.19150656,-0.063655294,0.11669806,0.18163675,-0.03440237,0.046960913,0.17965096,0.018450437,-0.065943375,0.24243759,0.058789384,0.084953405,0.19785458,-0.064162835,-0.13220695,-0.12940958,-0.13693911,0.101697855,0.20737132,0.023431985,-0.36864102,-0.049300928,0.066864684,-0.138653,-0.22049831
LHFPL2,0.41736943,-0.047253612,-0.041151933,0.17079027,0.30606553,-0.27297407,0.14270926,0.0336821,0.029647045,0.030531209,0.06797685,-0.083044186,0.00947914,-0.12624195,-0.039206717,-0.278542,0.07076056,-0.37421015,0.3229872,0.061478227,-0.17422122,-0.111505456,-0.059645005,-0.041948415,0.09116238,0.21687987,0.20868857,0.12526862,0.08363115,0.37398922,-0.008322811,0.13258345,-0.29636508,-0.17310312,0.12809882,-0.3063485,0.2704649,0.36577943,-0.5943644,-0.12884714,-0.093511745,0.23360406,0.085599795,-0.20505919,-0.060079493,0.14575025,0.116730295,0.049990844,-0.32218546,0.27024898,0.06846304,-0.00701414,-0.16946378,-0.16616651,-0.2901617,0.49521312,0.10092601,-0.07985631,0.050819594,-0.23370165,-0.4261724,-0.177103,0.22346844,0.12742873,-0.17116795,0.044315584,-0.077321775,-0.1970275,0.01893052,-0.030197008,-0.110678166,0.07661503,0.3208425,0.25132856,-0.05916075,0.20948486,0.31856677,0.17479984,0.10828676,0.3240554,0.099736325,0.16162811,-0.0036991683,-0.1634236,-0.40592435,0.30211455,-0.51070446,-0.2872364,-0.03272078,-0.57129395,-0.12113467,0.10483501,0.22129503,0.049492404,0.08604479,-0.17264752,0.34686768,-0.012872766,-0.12273421,-0.17172074,0.4615996,-0.006600347,0.17056033,-0.040511835,-0.18125787,-0.49911097,-0.031431265,0.06957359,0.0021831677,0.32847273,0.10496978,-0.13369663,-0.3260706,0.32269147,-0.2662341,0.11178056,0.3177197,0.06832091,0.091493525,-0.06938566,0.0731895,-0.073156185,0.4521292,-0.19833003,-0.084221,0.111005634,0.10427417,-0.0019474453,-0.5303816,0.07732757,-0.16548295,-0.36547065,0.16000341,-0.13160127,0.2781138,-0.54429674,0.11236035,0.18720272,-0.048174806,-0.10550971,0.13687569,0.14472938,0.29436266,0.5116855,0.12076486,0.13360894,-0.16178815,-0.05529567,-0.06649593,-0.13862838,0.3041897,-0.24836385,0.33686158,0.041034672,-0.23733467,-0.08921849,-0.18309163,0.26940662,0.49247506,0.15688203,-0.07972073,0.088599965,0.095939636,-0.17899308,-0.02623219,-0.2584845,-0.25556117,0.21871738,-0.022522232,0.12705691,-0.5999076,-0.19232976,0.023106214,-0.04656779,-0.25864148,0.055361226,-0.11285558,-0.2594646,0.2613708,0.07222949,0.08716046,-0.09777367,0.38296464,-0.28083962,0.18166852,0.47753304,0.6854888,-0.006667496,0.2147934,-0.21345766,-0.4267102,-0.33442903,0.15566628,0.13237183,-0.4523169,-0.3512558,-0.49487826,-0.02428974,0.1755701,0.08415676
LILRA1,-0.042544488,0.3162671,-0.07803275,0.20929763,-0.17252676,-0.14778194,0.3088871,-0.26432392,-0.10829208,0.11686904,-0.15960176,-0.37539756,-0.38661665,-0.02935363,0.09615326,-0.26977175,0.2653537,-0.017714953,0.05896264,0.006832413,-0.553323,0.27842733,-0.07359089,-0.033149026,0.09243318,-0.16096571,0.15461123,0.11158361,0.23334782,-0.25250044,-0.16679874,0.54055023,0.07311323,-0.063353784,0.19222721,0.038922265,-0.13973373,-0.28066245,-0.32205734,0.030728528,0.0112365885,0.6097725,-0.17558256,-0.28420198,0.38399392,0.3258656,-0.108585104,-0.21538208,0.1925876,0.36655,0.096427985,0.036742315,0.083425656,-0.20495741,0.3926999,0.13713261,0.09885676,0.0060872375,-0.16545089,0.6070006,-0.06384634,-0.2015338,0.030452628,-0.097312815,0.056463692,-0.06895349,-0.059735786,-0.10444312,0.21147089,0.2235379,-0.19989024,0.04032227,0.4784316,0.29348043,-0.09655087,0.14567062,0.23400894,0.017326158,0.24690412,0.5241968,-0.18666142,-0.29057547,-0.16747802,0.6693729,-0.37975547,-0.12482368,-0.3012039,0.24578822,-0.090473294,-0.0056023924,-0.02829953,0.08975251,-0.46506947,0.31953618,-0.1231157,-0.37708277,0.074156865,-0.24072585,0.24414219,-0.028296074,-0.1541587,-0.17063195,-0.06411967,0.123278216,-0.31469643,-0.47998017,0.13390733,-0.3330723,0.5050086,-0.20733081,0.17381057,-0.1088072,0.122877866,-0.039555028,0.3929459,-0.06648474,-0.04095129,-0.29800636,0.2223263,-0.010245541,-0.07316604,-0.16576608,0.09375723,0.034543693,0.10174835,0.045882877,0.18313287,0.15061876,-0.43170077,0.47762093,-0.05860656,-0.3553686,0.10896086,0.5813908,-0.21745412,-0.22108538,0.17262247,-0.08787365,-0.11040075,-0.108335994,0.17515604,0.27726907,0.3574528,0.11331646,-0.040802374,-0.019716466,0.25682685,0.6004455,-0.13935496,0.08109893,0.31833813,0.046071246,0.10766695,-0.17720546,0.17344686,0.25808787,-0.055545527,0.26003253,-0.4981998,-0.3689003,-0.40740058,-0.33592212,0.1085128,-0.07133998,-0.1677066,-0.31574646,-0.21286646,-0.14536251,0.19490026,-0.17174675,-0.015996337,-0.07637112,0.016390836,-0.0021131632,-0.23077363,0.027685871,-0.27118018,-0.28781104,-0.024516627,-0.17794985,0.39505026,-0.025244178,-0.3644394,-0.29026678,-0.119462825,0.46138147,0.31964594,0.5214347,0.0023461701,0.10845059,0.07617943,0.23383184,0.101958476,0.10742845,0.025305018,0.33063692,-0.14544421,-0.4933024,-0.08470086,-0.048273884
LILRB1,-0.015742978,0.14565334,-0.41226038,0.09990522,-0.33383456,-0.327859,0.39706764,-0.40673324,-0.028666258,0.09444497,-0.046341974,-0.05571091,-0.2898935,-0.2325818,0.21077052,-0.25344786,0.3815294,-0.04548904,0.067259766,0.18114963,-0.37095308,0.116344914,0.13817927,-0.16541357,0.105145924,-0.37002498,0.10958057,0.035707258,0.3301238,-0.13744298,0.07689073,0.44363514,-0.0031171653,0.04535686,-0.027539987,-0.11924614,-0.28335088,-0.23972298,-0.45456862,0.23974045,-0.06940505,0.36100137,0.08040384,-0.022215635,0.34140807,0.22413552,-0.049891643,0.058870442,-0.15215957,0.20731534,0.0120739145,0.23256746,0.28399378,0.059304897,0.27266312,0.3187718,-0.18133998,0.21421617,-0.11114054,0.29542795,-0.08345092,-0.31598136,-0.09644129,-0.12875237,-0.22238106,-0.3169219,0.18561278,-0.38712862,0.08678226,0.1166783,-0.048755594,-0.119614676,0.39337185,0.32334772,-0.22587024,-0.015764063,0.02978532,0.2641191,0.19238946,0.22433932,-0.3156581,-0.21786208,-0.22200382,0.4309082,0.10165979,-0.21431112,-0.22459981,0.17785743,-0.11889313,0.08957204,-0.065421194,-0.17032504,-0.17077842,0.5028692,-0.08491572,-0.3445962,0.15339628,0.14088626,0.42788136,0.052698046,-0.03565724,0.1072623,-0.22048023,-0.15507376,-0.5152635,-0.58007145,0.07913461,-0.06742379,0.28329712,0.15771969,0.04962709,-0.27031222,-0.007637158,-0.05815921,0.4897226,-0.09247867,-0.0462505,-0.2984268,-0.0031863914,-0.057013474,0.034523893,-0.13315623,-0.017022135,0.10773984,0.01684175,-0.05723356,-0.08511681,0.19294181,-0.20010985,0.33359334,-0.092443265,-0.07115027,0.11371844,0.4124605,-0.25493458,-0.25972274,0.05713462,-0.40101564,-0.32492286,-0.22267464,0.16671453,0.18101053,-0.11501455,0.07604628,-0.17909567,0.15818705,0.124430545,0.098324195,-0.032787923,-0.24419327,0.088626705,0.14028469,0.124281086,-0.2908356,0.30350924,0.10265329,-0.06547988,0.20045494,0.04144488,-0.106483564,-0.37142214,-0.48452207,-0.022154598,-0.09627198,0.04851623,-0.17585112,-0.32698765,-0.21206914,-0.031879514,-0.16100535,-0.3217245,-0.24868956,0.05800563,0.382083,-0.20226735,0.0067078187,-0.28946337,-0.6039896,0.2453767,0.02516597,0.18963324,0.05502642,-0.20064676,-0.43733752,0.053505074,0.6701991,0.2805784,0.22835156,0.21941037,-0.19394974,0.15668558,-0.0026957968,0.04373948,0.4249751,-0.07518364,0.34300095,-0.14853476,-0.47243795,-0.07371231,-0.00022329463
